date,driver_id,distance_km,drive_seconds,litres,co2_kg,n_legs,n_stop_legs,drive_hours,stops,low_speed_share_leg_t12,low_speed_share_time_t12,service_minutes,worked_hours,worked_hours_median_driver,_T_cong,_D_stops,_V_shift,S_DOBI,service_minutes_assumed,litres_lit,distance_km_dist,fuel_cost_vnd,maint_cost_vnd,labour_other_cost_vnd,total_cost_vnd,cost_per_km_vnd,cost_per_stop_vnd,co2_g_per_km,fuel_L_per_100km,on_frontier
2025-03-01,D-01,84.502,18841.0,6.33765,14.6399715,36,36,5.233611111111111,36,0.25,0.2767899793004618,10.0,12.733611111111111,12.539583333333333,0.523635657602804,0.4413890689190269,0.0933460334739419,0.3698747937590122,10.0,6.33765,84.502,158066.0698336856,34789.959731746254,3626923.076923077,3819779.106488509,45203.41656396901,106104.97518023636,173.25,7.500000000000001,False
2025-03-01,D-02,89.028,16425.0,8.902800000000001,23.859504,35,35,4.5625,35,0.0285714285714285,0.0160121765601217,10.0,11.895833333333332,12.15236111111111,0.0302920886944752,0.4804869664854916,0.1239624438699141,0.1934516585844118,10.0,8.902800000000001,89.028,222042.9664805309,36653.33998009403,3626923.076923077,3885619.383383702,43644.91377301188,111017.69666810575,268.0,10.0,False
2025-03-01,D-03,94.697,18856.0,9.4697,25.378796,32,32,5.237777777777778,32,0.0,0.0,10.0,12.071111111111112,11.859027777777778,0.0,0.3815046888493448,0.1021907742550006,0.1451086389313036,10.0,9.4697,94.697,236181.90677996623,38987.29990671435,3626923.076923077,3902092.2836097577,41206.08132897301,121940.38386280493,268.0,10.0,False
2025-03-01,D-04,96.514,16454.0,10.61654,28.452327200000003,34,34,4.570555555555556,34,0.0294117647058823,0.0257688100158016,10.0,11.737222222222222,11.8325,0.0487498420729261,0.4650441732488674,0.0449721050483053,0.1725048203183222,10.0,10.61654,96.514,264785.0154287657,39735.36926403823,3626923.076923077,3931443.461615881,40734.43709322877,115630.69004752592,294.80000000000007,11.000000000000002,False
2025-03-03,D-01,95.879,18456.0,7.190925,16.61103675,34,34,5.126666666666667,34,0.088235294117647,0.0675661031642826,10.0,12.293333333333331,12.539583333333333,0.1278226218720231,0.4205095317582836,0.118927745271465,0.2129602318577338,10.0,7.190925,95.879,179347.43212686025,39473.93610944238,3626923.076923077,3845744.4451593794,40110.39377923611,113110.13073998176,173.24999999999997,7.5,True
2025-03-03,D-02,95.549,17507.0,9.5549,25.607132000000004,34,34,4.863055555555556,34,0.0,0.0,10.0,12.029722222222222,12.15236111111111,0.0,0.4411068096244405,0.0583752891549862,0.149844629633828,10.0,9.5549,95.549,238306.8630571084,39338.07321020358,3626923.076923077,3904568.0131903887,40864.56177657944,114840.23568207026,268.00000000000006,10.0,False
2025-03-03,D-03,107.791,20382.0,10.7791,28.887988000000004,26,26,5.661666666666667,26,0.0384615384615384,0.0530860563242076,10.0,11.495,11.859027777777778,0.100429040397777,0.2492660111184501,0.1766226697509855,0.1679382204199415,10.0,10.7791,107.791,268839.3921002707,44378.17506620744,3626923.076923077,3940140.6440895554,36553.52157498822,151543.87092652137,268.00000000000006,10.0,False
2025-03-03,D-04,117.251,19438.0,12.89761,34.5655948,30,30,5.399444444444445,30,0.0666666666666666,0.0855026237267208,10.0,11.899444444444445,11.8325,0.161755214965009,0.3373810334465433,0.0310926656687983,0.1752441957206061,10.0,12.89761,117.251,321676.72922102705,48272.91151105277,3626923.076923077,3996872.7176551567,34088.175944385606,133229.09058850523,294.79999999999995,11.0,False
2025-03-04,D-01,97.857,19530.0,7.339275,16.95372525,32,32,5.425,32,0.0625,0.1044546850998463,10.0,12.258333333333333,12.539583333333333,0.1976090242146299,0.3677446026062137,0.1360729350932095,0.2301888709956789,10.0,7.339275,97.857,183047.40001082784,40288.29009336457,3626923.076923077,3850258.7670272696,39345.76746709249,120320.58646960216,173.25000000000003,7.5,False
2025-03-04,D-02,92.732,17336.0,9.2732,24.852176000000004,35,35,4.815555555555555,35,0.0857142857142857,0.0713544070143055,10.0,12.148888888888887,12.15236111111111,0.1349893949709604,0.4596590923006768,0.0,0.1918934856785872,10.0,9.2732,92.732,231281.0393097968,38178.29809761064,3626923.076923077,3896382.414330484,42017.66827341678,111325.21183801384,268.00000000000006,10.0,False
2025-03-04,D-03,111.013,21116.0,11.1013,29.751484,29,29,5.865555555555556,29,0.0344827586206896,0.0448948664519795,10.0,12.198888888888888,11.859027777777778,0.0849328179328822,0.2884894884251361,0.1647843243978766,0.1699552710200567,10.0,11.1013,111.013,276875.3183032661,45704.69100968436,3626923.076923077,3949503.086236028,35576.942216101066,136189.76159434576,268.0,10.0,False
2025-03-04,D-04,112.682,20028.0,12.39502,33.2186536,31,31,5.5633333333333335,31,0.0,0.0,10.0,12.23,11.8325,0.0,0.3420113785022909,0.1930194584297184,0.1605092510796028,10.0,12.39502,112.682,309141.73185801203,46391.82791522842,3626923.076923077,3982456.636696317,35342.43833705754,128466.34311923604,294.8,11.0,False
2025-03-05,D-01,103.106,19519.0,7.73295,17.8631145,32,32,5.421944444444445,32,0.0,0.0,10.0,12.255277777777778,12.539583333333333,0.0,0.3679657989950737,0.1375697373792347,0.1516606609122925,10.0,7.73295,103.106,192865.9699920948,42449.33360277188,3626923.076923077,3862238.380517944,37458.910058754525,120694.94939118574,173.25,7.5,True
2025-03-05,D-02,98.177,18122.0,9.8177,26.311436000000004,35,35,5.033888888888889,35,0.0285714285714285,0.0251627855645072,10.0,12.36722222222222,12.15236111111111,0.0476033554375395,0.442373995304161,0.103551503605932,0.1828189918480437,10.0,9.8177,98.177,244861.30565843423,40420.03593505068,3626923.076923077,3912204.418516562,39848.48201224892,111777.2691004732,268.00000000000006,10.0,False
2025-03-05,D-03,89.252,17657.0,8.9252,23.919536000000004,33,33,4.904722222222222,33,0.0,0.0,10.0,11.904722222222222,11.859027777777778,0.0,0.4226446848765944,0.0206830861341676,0.1329983313032286,10.0,8.9252,89.252,222601.6404313288,36745.5620692743,3626923.076923077,3886270.27942368,43542.668841299695,117765.76604314182,268.00000000000006,10.0,False
2025-03-05,D-04,102.44,18678.0,11.2684,30.199312000000003,34,34,5.1883333333333335,34,0.0294117647058823,0.0214155691187493,10.0,12.355,11.8325,0.0405143121393914,0.4158180564025928,0.2542522792216629,0.2172268255430332,10.0,11.2684,102.44,281042.9262130132,42175.137569762686,3626923.076923077,3950141.140705853,38560.53436846791,116180.62178546624,294.8,11.0,False
2025-03-06,D-01,101.515,18610.0,7.613625,17.58747375,31,31,5.169444444444444,31,0.064516129032258,0.0773240193444384,10.0,11.83611111111111,12.539583333333333,0.1462828019289115,0.370679048031911,0.342903796434889,0.2725879741116045,10.0,7.613625,101.515,189889.90886803385,41794.30974613881,3626923.076923077,3858607.2955372497,38010.21815039403,124471.20308184676,173.25,7.5,False
2025-03-06,D-02,112.316,19147.0,11.2316,30.100688000000005,29,29,5.318611111111111,29,0.0344827586206896,0.0335822844309813,10.0,11.651944444444444,12.15236111111111,0.0635314964662522,0.3264135626883204,0.2434344808817521,0.1963670116575226,10.0,11.2316,112.316,280125.1047224166,46241.14360879995,3626923.076923077,3953289.3252542936,35197.917707666704,136320.32156049288,268.00000000000006,10.0,False
2025-03-06,D-03,96.55,19737.0,9.655,25.875400000000003,32,32,5.4825,32,0.0,0.0,10.0,12.315833333333334,11.859027777777778,0.0,0.3636025553516457,0.2220710300721187,0.1757020756271293,10.0,9.655,96.55,240803.43727473667,39750.19067122792,3626923.076923077,3907476.7048690417,40471.01714002115,122108.64702715757,268.0,10.000000000000002,False
2025-03-06,D-04,104.609,19454.0,11.50699,30.8387332,33,33,5.403888888888889,33,0.1212121212121212,0.1614063945718104,10.0,12.40388888888889,11.8325,0.3053511683353292,0.3847328469876894,0.2782011157980681,0.321020656169859,10.0,11.50699,104.609,286993.5520130525,43068.12735294129,3626923.076923077,3956984.756289071,37826.42751856027,119908.62897845668,294.8,11.0,False
2025-03-07,D-01,89.798,20742.0,6.73485,15.5575035,35,35,5.761666666666667,35,0.1428571428571428,0.1416931829138945,10.0,13.095,12.539583333333333,0.268057402946696,0.3889198212315282,0.2703769220302076,0.3050119841571991,10.0,6.73485,89.798,167972.5561397991,36970.35341165121,3626923.076923077,3831865.986474528,42672.0638151688,109481.88532784364,173.25,7.5,False
2025-03-07,D-02,104.867,18799.0,10.4867,28.104356000000003,33,33,5.2219444444444445,33,0.0,0.0,10.0,12.221944444444444,12.15236111111111,0.0,0.3981929078160203,0.0323853585521838,0.1291734799104612,10.0,10.4867,104.867,261546.70177824763,43174.3474378007,3626923.076923077,3931644.126139125,37491.71928384645,119140.731095125,268.0,10.0,True
2025-03-07,D-03,104.112,20346.0,10.4112,27.902016000000003,30,30,5.651666666666666,30,0.0,0.0,10.0,12.151666666666667,11.859027777777778,0.0,0.3195968256204222,0.1416519254320316,0.1383746253157361,10.0,10.4112,104.112,259663.6712744421,42863.50959257256,3626923.076923077,3929450.257790091,37742.52975439999,130981.67525966972,268.00000000000006,10.000000000000002,False
2025-03-07,D-04,148.177,21560.0,16.29947,43.6825796,23,23,5.988888888888889,23,0.0,0.0,10.0,11.322222222222225,11.8325,0.0,0.1709467655095395,0.2482650700775607,0.1257635506761301,10.0,16.29947,148.177,406521.8437862715,61005.323698503766,3626923.076923077,4094450.244407852,27632.15778702398,178019.57584381965,294.80000000000007,11.0,True
2025-03-08,D-01,87.039,18464.0,6.527925,15.079506749999998,35,35,5.128888888888889,35,0.1714285714285714,0.203043760831889,10.0,12.462222222222222,12.539583333333333,0.3841213959192464,0.4350420967065233,0.0361954007347934,0.2950198076000936,10.0,6.527925,87.039,162811.68081529625,35834.45723286387,3626923.076923077,3825569.214971237,43952.35716140163,109301.97757060676,173.24999999999997,7.5,False
2025-03-08,D-02,96.035,17221.0,9.6035,25.73738,35,35,4.783611111111111,35,0.0,0.0,10.0,12.116944444444444,12.15236111111111,0.0,0.4622403190861002,0.0156483875357185,0.1433666119865456,10.0,9.6035,96.035,239518.98600392888,39538.16220726435,3626923.076923077,3905980.2251342703,40672.46550876524,111599.43500383628,268.0,10.0,False
2025-03-08,D-03,92.25,17928.0,9.225,24.723000000000003,32,32,4.98,32,0.0,0.0,10.0,11.813333333333333,11.859027777777778,0.0,0.4011639958084292,0.0206830861341676,0.126554124582779,10.0,9.225,92.25,230078.8926835262,37979.85592357096,3626923.076923077,3894981.825530174,42222.02520899918,121718.18204781794,268.00000000000006,10.0,False
2025-03-08,D-04,107.507,17666.0,11.82577,31.6930636,30,30,4.907222222222222,30,0.0,0.0,10.0,11.407222222222222,11.8325,0.0,0.3743526414494057,0.2066267519390389,0.1742938180165333,10.0,11.82577,107.507,294944.1806753457,44261.25063171103,3626923.076923077,3966128.508230134,36891.81642339693,132204.28360767112,294.8,11.0,False
2025-03-10,D-01,84.575,17058.0,6.343125,14.65261875,35,35,4.738333333333333,35,0.0285714285714285,0.0155938562551295,10.0,12.071666666666664,12.539583333333333,0.0295007037297926,0.4659223315347067,0.2275139474758471,0.2198311651950832,10.0,6.343125,84.575,158202.62072121326,34820.0142518809,3626923.076923077,3819945.7118961713,45166.36963518973,109141.30605417633,173.25,7.5,False
2025-03-10,D-02,108.692,20691.0,10.8692,29.129456000000005,33,33,5.7475,33,0.0,0.0,10.0,12.7475,12.15236111111111,0.0,0.3603608729500009,0.2898353517485366,0.1950588674095612,10.0,10.8692,108.692,271086.55830414995,44749.12195170486,3626923.076923077,3942758.757178932,36274.59939258577,119477.53809633128,268.00000000000006,10.000000000000002,False
2025-03-10,D-03,97.786,18897.0,9.7786,26.206648000000005,32,32,5.2491666666666665,32,0.125,0.1104937291633592,10.0,12.0825,11.859027777777778,0.2090337832231819,0.3806554697776423,0.1077697645938218,0.230141083600712,10.0,9.7786,97.786,243886.1203246753,40259.05898474048,3626923.076923077,3911068.2562324926,39996.19839478548,122220.8830072654,268.00000000000006,10.0,False
2025-03-10,D-04,113.283,18572.0,12.46113,33.3958284,31,31,5.158888888888889,31,0.0,0.0,10.0,11.825555555555557,11.8325,0.0,0.3714735677128627,0.0017009116886647,0.1119523438204582,10.0,12.46113,113.283,310790.56823690725,46639.26307414513,3626923.076923077,3984352.908234129,35171.67543439112,128527.51316884288,294.8,11.0,True
2025-03-11,D-01,86.896,17793.0,6.5172,15.054732,34,34,4.9425,34,0.3235294117647059,0.2969707188220086,10.0,12.109166666666669,12.539583333333333,0.5618138995932952,0.4348050033323715,0.209144101238263,0.4179102912085084,10.0,6.5172,86.896,162544.19072055037,35775.5833098604,3626923.076923077,3825242.850953488,44020.931354187625,112507.14267510256,173.25,7.5,False
2025-03-11,D-02,101.829,20489.0,10.1829,27.290172,31,31,5.691388888888889,31,0.0967741935483871,0.116794377470838,10.0,12.358055555555556,12.15236111111111,0.2209534492752149,0.333084986105189,0.0990610967478567,0.2180252045659997,10.0,10.1829,101.829,253969.6863205506,41923.58535329329,3626923.076923077,3922816.3485969207,38523.567437536665,126542.4628579652,268.00000000000006,10.0,False
2025-03-11,D-03,99.993,19811.0,9.9993,26.798124000000005,32,32,5.503055555555555,32,0.09375,0.1737418605825046,10.0,12.336388888888887,11.859027777777778,0.3286875979007045,0.3621311924602592,0.2321404272690152,0.3097565250790641,10.0,9.9993,99.993,249390.5551881175,41167.693586619294,3626923.076923077,3917481.3256978136,39177.55568587615,122421.29142805668,268.00000000000006,10.0,False
2025-03-11,D-04,106.246,19515.0,11.68706,31.3213208,34,34,5.420833333333333,34,0.0588235294117647,0.07384063540866,10.0,12.5875,11.8325,0.1396928811431074,0.3985432934363698,0.3681453258946788,0.2858837382565575,10.0,11.68706,106.246,291484.6421166322,43742.08967431674,3626923.076923077,3962149.808714026,37292.22567168671,116533.81790335372,294.8,11.000000000000002,False
2025-03-12,D-01,74.779,17443.0,5.608425,12.95546175,37,37,4.845277777777778,37,0.2162162162162162,0.2322421601788683,10.0,12.511944444444444,12.539583333333333,0.4393593892947502,0.4855737662823922,0.0118383453531089,0.3249673892085505,10.0,5.608425,74.779,139878.61395106834,30786.94467326517,3626923.076923077,3797588.63554741,50784.15912953384,102637.53069047056,173.25,7.5,False
2025-03-12,D-02,89.784,18620.0,8.9784,24.062112000000003,34,34,5.172222222222223,34,0.0588235294117647,0.0783566058002148,10.0,12.338888888888889,12.15236111111111,0.1482362653063384,0.4170392318464319,0.0896720642264251,0.2113078949443924,10.0,8.9784,89.784,223928.49106447396,36964.58953107744,3626923.076923077,3887816.157518629,43301.88182213566,114347.53404466556,268.0,10.0,False
2025-03-12,D-03,175.473,20931.0,17.547300000000003,47.02676400000001,15,15,5.814166666666667,15,0.0666666666666666,0.0198270507859156,10.0,9.814166666666669,11.859027777777778,0.0375091280502501,0.0,1.0,0.3150036512201,10.0,17.547300000000003,175.473,437643.7239659231,72243.24399432809,3626923.076923077,4136810.044883328,23575.19416026014,275787.3363255552,268.00000000000006,10.0,True
2025-03-12,D-04,104.28,18903.0,11.4708,30.741744,33,33,5.2508333333333335,33,0.0606060606060606,0.0831614029519123,10.0,12.250833333333333,11.8325,0.1573260564994152,0.3960290371597429,0.2032249285617086,0.2427066123162015,10.0,11.4708,104.28,286090.9444112946,42932.67615945776,3626923.076923077,3955946.697493829,37935.81413016714,119877.17265132816,294.8,11.0,False
2025-03-13,D-01,95.914,20422.0,7.19355,16.6171005,34,34,5.672777777777778,34,0.088235294117647,0.112280873567721,10.0,12.839444444444444,12.539583333333333,0.2124147312537944,0.3805301111759044,0.1451898217444547,0.2426818723776255,10.0,7.19355,95.914,179412.9017304694,39488.34581087679,3626923.076923077,3845824.324464423,40096.58990829725,113112.48013130655,173.25,7.5,False
2025-03-13,D-02,93.579,19902.0,9.3579,25.079172000000003,34,34,5.528333333333333,34,0.1176470588235294,0.1682745452718319,10.0,12.695,12.15236111111111,0.318344444383148,0.3907699537105014,0.2641175670159207,0.3238040339711858,10.0,9.3579,93.579,233393.5251862515,38527.01287232353,3626923.076923077,3898843.614981652,41663.65974184008,114671.87102887212,268.00000000000006,10.000000000000002,False
