term,coef,se,t,p,ci_low,ci_high,model,service
Intercept,173.24999999999997,1.721012926181745e-13,1006674600546865.2,0.0,173.24999999999963,173.2500000000003,H1,svc18
low_speed_share,1.2364615465009293e-13,2.1939902619478507e-13,0.563567472447751,0.5730485289726959,-3.063680349348457e-13,5.536603442350316e-13,H1,svc18
stops_per_km,-3.9648869936032303e-13,4.525189890492475e-13,-0.8761813514021912,0.38093145285021235,-1.2834096202173232e-12,4.904322214966772e-13,H1,svc18
Intercept,1.6435729253809441,7.067431528280814,0.23255590362695047,0.8161062722895855,-12.208338333252323,15.495484184014211,H2,svc18
stops,0.23552996323689251,0.1268971031026702,1.8560704498220846,0.06344351706371731,-0.013183788586806994,0.48424371506059205,H2,svc18
distance_km,0.02765273108625183,0.029040397665065852,0.9522159925350018,0.34098745196944025,-0.029265402433998323,0.08457086460650198,H2,svc18
low_speed_share,1.692003395152586,1.6232162687642349,1.0423770557947396,0.29723689976586,-1.489442030744803,4.8734488210499745,H2,svc18
Intercept,1.6435729253809086,7.0674315282807525,0.23255590362694745,0.8161062722895879,-12.20833833325224,15.495484184014057,H4,svc18
low_speed_share,1.6920033951525948,1.623216268764223,1.0423770557947527,0.2972368997658539,-1.489442030744771,4.87344882104996,H4,svc18
distance_km,0.02765273108625193,0.02904039766506559,0.9522159925350139,0.34098745196943425,-0.029265402433997702,0.08457086460650157,H4,svc18
stops,0.2355299632368935,0.1268971031026692,1.8560704498221072,0.06344351706371411,-0.013183788586804052,0.48424371506059105,H4,svc18
