N_frontier_points,triple_win_any_share,triple_win_material_share,median_dE_gkm,median_dEc_vndkm,median_dS,price_of_green_vnd_per_gkm_median,price_of_green_IQR_low,price_of_green_IQR_high,price_of_welfare_vnd_per_Sunit_median,price_of_welfare_IQR_low,price_of_welfare_IQR_high,materiality_e_pct,materiality_ec_pct,materiality_s_abs
750384,0.3058154225036781,0.06339554148276083,-4.659393366043503,-41.72591074068714,0.0,-8.955223880597014,-8.955223880597082,-8.955223880596943,-105.5967058113684,-526.3132719011797,96.53056422299098,2.0,2.0,0.02
