date,driver_id,distance_km,drive_seconds,litres,co2_kg,n_legs,n_stop_legs,drive_hours,stops,low_speed_share_leg_t15,low_speed_share_time_t15,service_minutes,worked_hours,worked_hours_median_driver,_T_cong,_D_stops,_V_shift,S_DOBI,service_minutes_assumed,litres_lit,distance_km_dist,fuel_cost_vnd,maint_cost_vnd,labour_other_cost_vnd,total_cost_vnd,cost_per_km_vnd,cost_per_stop_vnd,co2_g_per_km,fuel_L_per_100km,on_frontier
2025-03-03,D-01,95.879,18456.0,7.190925,16.61103675,34,34,5.126666666666667,34,0.2941176470588235,0.2752492414390984,10.0,12.293333333333331,12.539583333333333,0.4232665680711078,0.4205095317582836,0.118927745271465,0.3311378103373678,10.0,7.190925,95.879,179347.43212686025,39473.93610944238,3626923.076923077,3845744.4451593794,40110.39377923611,113110.13073998176,173.24999999999997,7.5,True
2025-03-07,D-04,148.177,21560.0,16.29947,43.6825796,23,23,5.988888888888889,23,0.0434782608695652,0.0697124304267161,10.0,11.322222222222225,11.8325,0.1072008083449731,0.1709467655095395,0.2482650700775607,0.1686438740141193,10.0,16.29947,148.177,406521.8437862715,61005.323698503766,3626923.076923077,4094450.244407852,27632.15778702398,178019.57584381965,294.80000000000007,11.0,True
2025-03-10,D-04,113.283,18572.0,12.46113,33.3958284,31,31,5.158888888888889,31,0.064516129032258,0.041621796252423,10.0,11.825555555555557,11.8325,0.0640042267314147,0.3714735677128627,0.0017009116886647,0.1375540345130241,10.0,12.46113,113.283,310790.56823690725,46639.26307414513,3626923.076923077,3984352.908234129,35171.67543439112,128527.51316884288,294.8,11.0,True
2025-03-12,D-03,175.473,20931.0,17.547300000000003,47.02676400000001,15,15,5.814166666666667,15,0.2666666666666666,0.1102192919592948,10.0,9.814166666666669,11.859027777777778,0.1694905359190986,0.0,1.0,0.3677962143676394,10.0,17.547300000000003,175.473,437643.7239659231,72243.24399432809,3626923.076923077,4136810.044883328,23575.19416026014,275787.3363255552,268.00000000000006,10.0,True
2025-03-15,D-02,102.699,18563.0,10.2699,27.523332000000003,32,32,5.1563888888888885,32,0.03125,0.03555459785595,10.0,11.989722222222222,12.15236111111111,0.0546743472750535,0.3876204594222786,0.0779697918084089,0.1615468142792276,10.0,10.2699,102.699,256139.5360401676,42281.76936037737,3626923.076923077,3925344.382323622,38221.83645725491,122667.01194761318,268.0,10.0,True
2025-03-15,D-03,107.413,19149.0,10.7413,28.786684000000005,31,31,5.319166666666667,31,0.032258064516129,0.0323254478040628,10.0,11.985833333333332,11.859027777777778,0.0497086977673461,0.3595601141838492,0.0604163831813842,0.1458764283165085,10.0,10.7413,107.413,267896.62980829924,44222.550290715735,3626923.076923077,3939042.257022092,36671.93223373421,127065.87925877716,268.00000000000006,10.0,True
2025-03-18,D-01,93.224,19401.0,6.9918,16.151058,34,34,5.389166666666667,34,0.2647058823529412,0.2889026338848513,10.0,12.555833333333332,12.539583333333333,0.4442621738458125,0.4008584944175105,0.0062593550142869,0.2998402243678643,10.0,6.9918,93.224,174381.0950530817,38380.85732920302,3626923.076923077,3839685.0293053617,41187.730941660535,112931.91262662828,173.24999999999997,7.5,True
2025-03-18,D-03,131.263,21100.0,13.1263,35.178484000000005,25,25,5.861111111111111,25,0.16,0.1965876777251184,10.0,11.527777777777777,11.859027777777778,0.3023041634583057,0.2175989945725653,0.1605660634099877,0.2343711827780882,10.0,13.1263,131.263,327380.4410874548,54041.73255388286,3626923.076923077,4008345.250564415,30536.74874537695,160333.8100225766,268.0,10.0,True
2025-03-20,D-01,109.101,22232.0,8.182575,18.90174825,33,33,6.175555555555556,33,0.3333333333333333,0.4086901763224181,10.0,13.175555555555556,12.539583333333333,0.6284663580976315,0.3317775591889562,0.3098380732072386,0.4438712329579111,10.0,8.182575,109.101,204079.97781028776,44917.50960560991,3626923.076923077,3875920.564338975,35525.98568609797,117452.13831330226,173.25,7.5,True
2025-03-28,D-01,107.995,19326.0,8.099625,18.71013375,31,31,5.368333333333333,31,0.064516129032258,0.0131946600434647,10.0,12.035,12.539583333333333,0.0202901866114606,0.3559691540276091,0.2454755749081501,0.188549493325312,10.0,8.099625,107.995,202011.13833623912,44462.16304028233,3626923.076923077,3873396.378299599,35866.44176396684,124948.270267729,173.25,7.5,True
